cut,color,clarity,city,carat,depth,table,x,y,z,price
1,0,3,0,0.92,63.3,59.0,6.12,6.18,3.89,3891
2,2,3,3,0.79,61.9,55.0,5.97,5.92,3.68,2771
3,1,2,3,0.31,63.0,59.0,4.31,4.26,2.7,698
4,3,3,5,1.04,60.9,58.0,6.52,6.58,3.99,4200
1,5,2,1,0.51,63.1,56.0,5.06,5.14,3.22,959
2,4,2,10,1.4,62.4,56.0,7.11,7.18,4.46,8075
4,1,3,2,0.91,62.8,59.0,6.1,6.16,3.85,3876
4,0,2,0,1.5,60.0,59.0,7.41,7.46,4.46,12060
2,4,5,0,1.24,60.8,56.0,6.92,6.96,4.22,8257
3,2,4,3,0.51,60.3,57.0,5.22,5.2,3.14,1799
3,1,2,5,0.28,60.3,58.0,4.26,4.22,2.55,529
3,5,2,12,0.38,60.5,58.0,4.67,4.72,2.84,581
2,2,3,9,1.09,62.0,56.0,6.62,6.58,4.09,5306
3,2,5,8,0.3,61.1,59.0,4.29,4.32,2.63,605
4,4,2,12,0.86,59.7,59.0,6.14,6.23,3.69,3228
2,2,3,9,1.22,61.7,54.9,6.84,6.9,4.24,6132
0,4,2,9,1.0,65.5,62.0,6.14,6.07,4.0,2873
4,5,3,2,2.03,62.8,59.0,8.04,8.08,5.06,13063
1,4,7,0,0.31,63.7,55.0,4.28,4.32,2.74,625
4,1,3,3,1.5,62.7,59.0,7.22,7.3,4.55,8167
2,5,2,1,0.83,61.9,57.0,5.96,6.02,3.71,3314
3,4,2,5,0.92,62.2,58.0,6.19,6.23,3.86,3675
1,3,2,7,1.26,63.2,61.0,6.81,6.87,4.32,6874
2,1,5,1,0.79,62.2,55.0,5.9,5.97,3.69,3827
1,4,2,9,1.02,63.9,55.0,6.37,6.4,4.08,4476
4,5,2,4,0.71,61.5,58.0,5.67,5.72,3.5,2141
4,4,2,7,1.03,63.4,62.0,6.46,6.27,4.05,4406
4,0,2,4,0.31,61.1,57.0,4.35,4.36,2.66,571
2,2,5,12,0.41,61.5,56.0,4.79,4.83,2.96,1322
4,3,5,3,1.01,61.6,60.0,6.42,6.47,3.97,6406
4,2,5,3,1.1,62.0,59.0,6.56,6.6,4.08,6708
2,1,2,9,1.16,61.9,57.0,6.72,6.76,4.17,6896
2,2,5,10,0.24,61.2,57.0,4.04,4.06,2.48,419
3,2,3,7,0.43,60.2,60.0,4.85,4.91,2.94,679
2,3,6,5,0.57,61.9,57.0,5.31,5.35,3.3,2217
2,2,4,9,0.7,61.0,55.0,5.77,5.73,3.51,2874
2,1,4,9,0.75,62.5,57.0,5.8,5.85,3.64,3555
4,0,5,1,0.86,62.8,55.0,6.07,6.13,3.83,4191
3,3,7,5,1.06,59.6,58.0,6.61,6.65,3.95,8003
2,2,7,1,0.53,61.0,56.0,5.26,5.24,3.2,2259
4,1,5,10,0.3,61.5,58.0,4.28,4.31,2.64,640
4,6,3,12,2.1,59.1,58.0,8.4,8.46,4.98,12381
2,3,4,7,1.05,61.2,57.0,6.51,6.55,4.0,8022
1,4,3,2,2.01,62.3,60.0,7.95,7.97,4.96,14426
4,1,5,11,0.27,63.1,57.0,4.07,4.11,2.58,470
2,0,3,12,1.09,61.3,57.0,6.64,6.67,4.08,5267
4,3,2,1,0.72,62.8,59.0,5.69,5.74,3.59,2265
2,5,5,10,0.51,61.1,56.0,5.16,5.18,3.16,1437
2,3,2,0,0.23,62.0,54.0,3.95,3.99,2.46,364
2,1,4,1,0.56,60.8,55.0,5.37,5.32,3.25,1791
2,0,5,6,1.16,62.1,57.0,6.73,6.7,4.17,8185
0,4,3,10,1.01,65.4,59.0,6.3,6.26,4.11,2846
2,0,5,7,0.43,61.8,56.0,4.81,4.83,2.98,1056
2,2,3,11,1.52,62.5,57.0,7.36,7.32,4.59,9533
2,5,4,11,0.72,61.0,57.0,5.76,5.83,3.56,2048
3,3,5,11,1.54,61.1,59.0,7.44,7.4,4.53,12308
4,0,2,2,1.43,63.5,56.0,7.24,7.09,4.55,9450
2,3,4,10,0.33,61.8,56.0,4.45,4.42,2.74,854
3,4,3,10,0.96,59.4,56.0,6.47,6.42,3.83,3690
2,5,3,2,1.22,60.7,57.0,6.92,6.88,4.19,4714
1,1,4,10,0.41,62.8,58.0,4.67,4.7,2.94,827
4,2,7,8,1.23,62.4,58.0,6.74,6.89,4.26,10835
0,3,3,10,1.03,65.7,58.0,6.32,6.26,4.13,3530
3,3,1,10,0.34,62.3,59.0,4.49,4.46,2.79,1084
1,0,7,3,0.27,64.3,55.0,4.14,4.09,2.65,693
3,4,5,3,1.2,62.4,59.0,6.73,6.69,4.19,6416
2,2,5,7,0.32,62.4,57.0,4.37,4.44,2.75,602
4,3,4,0,1.02,63.3,58.0,6.42,6.38,4.05,6861
3,4,7,12,0.41,59.8,60.0,4.86,4.79,2.88,999
2,3,2,10,1.03,61.6,57.0,6.53,6.46,4.0,4900
1,2,6,8,0.4,63.3,57.0,4.68,4.7,2.97,1145
2,1,2,10,0.34,61.4,55.0,4.48,4.54,2.77,596
4,5,2,3,1.01,62.1,58.0,6.37,6.39,3.96,4681
2,1,5,11,0.3,62.0,55.0,4.27,4.31,2.66,658
0,2,4,10,1.0,64.8,61.0,6.26,6.21,4.04,6115
3,1,3,10,0.71,61.8,57.0,5.73,5.67,3.52,2271
4,3,5,10,0.73,62.1,59.0,5.68,5.73,3.54,2966
2,1,7,0,1.22,63.0,55.0,6.83,6.78,4.29,12036
4,6,2,5,0.9,63.2,60.0,6.12,6.09,3.86,2753
2,1,3,10,1.2,61.3,56.0,6.8,6.71,4.14,5268
4,2,7,2,0.24,60.9,55.0,4.07,4.08,2.48,547
2,1,5,12,0.31,61.8,56.0,4.36,4.34,2.69,872
3,3,7,7,0.43,62.3,60.0,4.85,4.78,3.0,1129
2,1,5,12,0.41,62.0,56.0,4.79,4.72,2.95,999
4,1,1,3,0.31,61.6,54.0,4.38,4.42,2.71,958
2,3,3,0,2.01,61.0,54.0,8.01,8.13,4.92,16922
0,3,3,2,0.7,69.3,60.0,5.41,5.35,3.72,1420
1,2,3,3,0.71,64.1,60.0,0.0,0.0,0.0,2130
0,1,2,8,0.5,65.3,58.0,4.99,4.91,3.23,1134
3,5,3,7,2.01,59.2,60.0,8.31,8.27,4.91,13574
2,3,1,10,0.33,61.0,56.0,4.48,4.51,2.74,925
2,3,7,9,0.41,61.9,55.0,4.77,4.79,2.96,1238
4,0,7,12,0.23,61.3,59.0,3.91,3.99,2.42,530
3,4,5,10,1.53,62.2,58.0,7.34,7.3,4.55,11280
2,3,5,3,1.01,61.7,56.0,6.43,6.46,3.98,6439
3,6,4,1,1.21,60.0,60.0,6.95,6.88,4.15,5489
2,4,5,0,1.21,62.6,54.8,6.78,6.84,4.26,7426
2,4,5,6,0.58,62.4,58.0,5.3,5.34,3.32,1600
2,6,2,8,1.22,60.6,56.0,6.96,6.95,4.22,5586
2,3,7,9,1.13,61.5,57.0,6.67,6.71,4.12,8889
1,3,7,3,0.5,63.8,56.0,5.06,5.03,3.22,1806
2,2,6,1,0.4,61.4,56.0,4.77,4.81,2.94,1168
2,2,6,2,0.33,61.7,54.0,4.46,4.49,2.76,893
0,4,4,5,1.0,57.4,68.0,6.52,6.47,3.73,4368
1,2,5,10,1.5,60.2,58.0,7.31,7.35,4.41,12693
2,0,2,9,0.33,62.2,54.0,4.45,4.46,2.77,575
3,3,2,5,0.4,59.4,60.0,4.85,4.82,2.87,870
2,1,7,11,0.41,61.4,57.0,4.79,4.76,2.93,1243
4,6,3,7,1.14,62.4,57.0,6.66,6.7,4.17,4470
3,4,2,11,1.71,62.8,58.0,7.62,7.53,4.76,12338
2,4,2,1,0.4,61.7,56.0,4.72,4.77,2.93,770
0,2,2,0,0.92,64.9,58.0,6.1,6.04,3.94,3117
3,4,2,4,2.05,60.2,58.0,8.25,8.22,4.96,17521
1,2,6,11,0.4,60.6,62.0,4.71,4.73,2.86,1080
2,0,6,3,0.28,61.7,57.0,4.23,4.2,2.6,780
3,1,0,1,0.43,58.4,62.0,5.0,4.94,2.9,713
2,3,4,11,0.7,61.2,56.0,5.71,5.75,3.5,3206
4,2,3,10,0.53,62.5,57.0,5.11,5.17,3.21,1132
2,4,6,3,0.32,62.0,55.0,4.42,4.45,2.75,708
2,4,2,8,0.58,61.8,56.0,5.36,5.38,3.32,1421
3,1,5,10,0.35,62.1,59.0,4.49,4.46,2.78,984
0,2,5,11,0.9,58.9,67.0,6.18,6.17,3.64,3992
3,0,7,8,0.72,60.0,57.0,5.92,5.84,3.53,3459
2,1,4,7,0.3,61.3,58.0,4.29,4.32,2.64,694
4,2,6,3,1.01,63.4,55.0,6.44,6.34,4.05,8706
4,4,2,10,0.71,63.5,57.0,5.67,5.64,3.59,2207
4,2,7,3,1.22,60.7,62.0,6.81,6.84,4.14,10719
4,0,2,5,1.5,61.0,59.0,7.33,7.39,4.49,12179
1,3,5,1,1.01,64.4,58.0,6.23,6.31,4.04,5418
2,1,5,7,0.55,62.0,56.0,5.26,5.25,3.26,1639
4,0,6,8,0.23,62.4,58.0,3.91,3.97,2.46,530
3,6,5,8,0.32,61.9,59.0,4.38,4.35,2.7,504
4,0,7,12,0.24,62.9,58.0,3.96,3.99,2.5,552
1,6,5,5,1.0,58.7,61.0,6.5,6.52,3.82,3769
2,2,7,1,0.73,62.2,54.0,5.8,5.75,3.59,3193
2,2,4,10,0.81,61.5,55.0,6.01,5.96,3.68,3933
4,3,2,5,0.32,62.0,55.0,4.41,4.43,2.74,477
4,0,3,7,1.01,59.7,58.0,6.55,6.61,3.93,4564
3,2,2,9,0.4,62.3,60.0,4.7,4.74,2.94,737
4,1,3,4,0.51,60.3,56.0,5.19,5.22,3.14,1098
2,1,4,1,0.3,62.0,53.0,4.31,4.33,2.68,673
4,0,2,2,0.5,62.0,60.0,5.08,5.12,3.16,1436
4,4,3,9,1.52,63.1,55.0,7.36,7.28,4.62,7600
3,3,2,7,0.38,61.4,61.0,4.66,4.62,2.85,855
2,2,4,1,1.0,61.7,55.0,6.42,6.39,3.95,7056
1,0,3,12,0.5,58.5,64.0,5.2,5.12,3.02,1015
3,1,3,1,1.04,61.6,59.0,6.51,6.47,4.0,3392
1,4,7,8,0.7,61.4,64.0,5.73,5.61,3.48,2475
2,2,6,6,0.38,61.9,55.0,4.67,4.7,2.9,1096
3,4,7,11,0.4,60.6,60.0,4.75,4.79,2.89,877
3,4,5,11,1.22,61.4,62.0,6.92,6.76,4.22,5944
3,6,2,12,1.83,60.4,58.0,7.96,7.94,4.8,10709
3,3,3,4,1.08,60.7,60.0,6.64,6.61,4.02,4318
2,1,3,11,0.83,61.9,53.0,6.08,6.04,3.75,3049
2,2,1,9,0.3,62.2,57.0,4.3,4.32,2.68,886
2,2,1,7,0.74,61.9,55.0,5.79,5.84,3.6,4383
2,3,2,9,1.03,61.1,57.0,6.54,6.58,4.01,5147
3,5,3,10,1.05,58.3,57.0,6.72,6.67,3.9,2911
3,4,7,10,0.7,59.6,59.0,5.83,5.78,3.46,2717
3,3,2,3,1.02,62.3,59.0,6.4,6.44,4.0,4633
2,3,3,11,1.11,61.7,57.0,6.69,6.65,4.12,5395
1,1,2,2,0.9,64.3,62.0,6.0,6.07,3.88,3400
2,3,5,1,0.72,61.3,56.0,5.77,5.81,3.55,2960
3,4,2,1,0.9,60.0,56.0,6.33,6.27,3.78,3629
2,4,5,8,0.47,62.7,55.0,4.95,5.08,3.15,989
4,3,5,7,1.2,63.1,57.0,6.74,6.69,4.24,8032
4,5,3,12,1.51,62.9,58.0,7.24,7.3,4.57,7139
4,0,2,0,1.74,61.9,58.0,7.74,7.79,4.81,16286
4,2,3,8,1.7,63.4,57.0,7.54,7.57,4.79,11091
4,5,3,11,0.71,61.1,56.0,5.75,5.79,3.53,1938
3,6,7,4,1.21,61.7,60.0,6.82,6.85,4.22,5431
4,1,4,1,1.23,61.5,58.0,6.88,6.93,4.25,10730
2,0,5,10,0.51,61.2,55.0,5.16,5.18,3.16,1787
1,1,5,9,0.32,57.0,60.0,4.6,4.53,2.6,780
4,3,5,11,1.01,61.5,56.0,6.41,6.47,3.96,5759
4,3,3,3,0.63,63.3,59.0,5.51,5.31,3.45,1105
2,4,5,7,1.52,61.8,55.1,7.38,7.42,4.58,11333
4,4,7,12,0.35,63.0,55.0,4.48,4.5,2.83,706
2,0,2,10,0.33,61.3,56.0,4.44,4.46,2.73,608
4,1,3,8,0.76,60.8,60.0,5.89,5.98,3.61,2831
4,4,3,6,1.34,61.1,63.0,7.08,7.01,4.3,4352
2,5,6,8,0.72,61.3,57.0,5.75,5.77,3.53,2654
2,6,3,2,1.12,62.5,57.0,6.63,6.59,4.13,4325
3,2,2,4,0.72,59.5,62.0,5.85,5.74,3.45,2670
0,3,1,6,0.39,57.1,61.0,4.83,4.88,2.77,1127
3,3,2,9,0.77,60.7,58.0,5.95,5.98,3.62,2563
2,4,2,8,0.53,61.9,56.0,5.17,5.23,3.22,1255
2,4,5,2,0.53,61.7,54.0,5.23,5.2,3.22,1604
2,0,4,1,0.7,61.4,57.0,5.71,5.76,3.52,4323
2,6,4,6,0.91,60.7,57.0,6.23,6.26,3.79,3267
1,5,5,10,2.0,63.6,60.0,7.95,8.03,5.08,16291
4,1,3,8,0.3,61.6,61.0,4.25,4.29,2.63,421
2,1,5,2,0.71,61.1,56.0,5.77,5.79,3.53,3342
3,2,6,8,0.32,60.7,58.0,4.43,4.4,2.68,1294
4,2,7,1,0.58,62.6,56.0,5.37,5.27,3.33,2189
4,0,2,1,0.56,63.9,56.0,5.2,5.26,3.34,1578
4,1,5,2,0.4,60.4,63.0,4.68,4.72,2.84,791
4,2,5,3,0.55,62.5,56.0,5.23,5.27,3.28,1625
2,3,7,9,0.58,61.6,56.0,5.37,5.4,3.31,2135
2,2,3,6,1.02,61.6,56.0,6.52,6.49,4.01,4684
2,1,5,10,0.3,62.4,57.0,4.26,4.24,2.65,844
2,1,7,3,0.33,61.7,57.0,4.44,4.41,2.73,1114
1,5,5,10,0.9,58.5,66.0,6.23,6.25,3.65,3353
2,3,7,6,0.3,60.6,57.0,4.33,4.35,2.63,684
3,3,2,10,0.9,62.2,60.0,6.1,6.16,3.81,3734
1,4,5,3,0.37,63.7,55.0,4.56,4.54,2.9,749
2,5,5,10,1.57,62.7,56.0,7.36,7.4,4.63,10278
1,2,3,6,1.0,56.7,60.0,6.62,6.58,3.74,3858
4,3,3,7,1.07,59.9,59.0,6.61,6.67,3.98,4201
4,3,7,12,1.02,62.5,59.0,6.34,6.42,3.99,7724
3,3,6,11,0.3,60.6,61.0,4.35,4.33,2.63,1013
3,2,2,1,1.01,62.2,58.0,6.35,6.28,3.93,4775
3,0,3,8,1.01,61.8,60.0,6.41,6.37,3.95,4672
0,5,5,5,0.65,65.1,55.6,5.44,5.5,3.56,1659
2,0,2,7,0.7,61.0,59.0,5.68,5.7,3.47,2804
3,1,2,5,0.57,62.5,57.0,5.28,5.22,3.28,1429
2,0,2,6,0.54,60.8,57.0,5.25,5.31,3.21,1662
0,0,3,9,1.01,64.6,62.0,6.26,6.21,4.03,4538
2,2,5,3,0.55,61.2,55.0,5.3,5.28,3.24,1698
2,3,1,11,0.47,62.1,54.0,4.99,5.02,3.11,1814
2,0,6,7,0.32,61.8,56.0,4.37,4.4,2.71,910
3,0,3,9,1.12,60.5,59.0,6.72,6.76,4.08,5233
3,2,3,10,1.08,62.6,56.0,6.61,6.55,4.12,4488
4,1,5,4,0.35,61.9,61.0,4.5,4.54,2.8,716
3,4,2,3,0.32,62.0,58.0,4.39,4.38,2.72,591
3,3,0,7,2.43,61.7,60.0,8.54,8.49,5.25,9716
2,0,7,3,0.38,61.2,57.0,4.66,4.68,2.86,1289
2,4,3,6,1.02,61.6,56.0,6.47,6.51,4.0,3927
3,0,5,5,0.5,62.8,58.0,5.07,5.03,3.17,1845
1,3,3,8,1.03,63.7,60.0,6.28,6.35,4.02,3929
2,3,4,7,0.74,60.9,55.0,5.84,5.91,3.58,3635
2,1,2,11,1.53,61.2,58.0,7.39,7.44,4.54,13324
2,4,6,7,0.64,61.1,55.0,5.58,5.61,3.43,2084
3,6,5,12,2.13,59.6,59.0,8.43,8.37,5.01,15110
3,1,2,0,0.37,61.8,58.0,4.59,4.64,2.85,649
2,3,6,0,0.9,62.9,56.0,6.11,6.19,3.87,6237
3,3,7,3,0.31,60.0,62.0,4.44,4.4,2.65,907
3,3,3,11,0.54,61.4,59.0,5.24,5.21,3.21,1195
2,3,5,4,0.4,62.9,56.0,4.72,4.69,2.96,1035
2,3,7,3,1.21,62.0,56.0,6.8,6.84,4.23,10378
1,2,2,0,0.72,63.4,58.0,5.66,5.69,3.6,2647
4,4,5,8,0.9,63.6,58.0,6.1,6.14,3.89,4258
2,4,5,5,1.33,59.5,57.0,7.18,7.23,4.29,8385
4,4,5,2,0.51,61.4,55.8,5.14,5.19,3.17,1436
3,3,2,6,0.33,61.1,59.0,4.45,4.42,2.71,631
2,1,4,4,1.02,62.2,54.0,6.43,6.46,4.01,8303
2,0,3,12,1.77,60.9,53.0,7.92,7.85,4.8,10051
4,2,5,9,0.85,62.2,56.0,6.01,6.08,3.76,3705
2,1,3,11,1.0,61.9,56.0,6.39,6.43,3.97,4766
4,1,5,6,0.25,59.7,61.0,4.08,4.1,2.44,409
4,5,5,8,1.5,63.3,55.0,7.3,7.26,4.61,9533
3,1,5,6,1.03,61.3,61.0,6.53,6.46,3.98,5906
2,2,5,10,0.38,61.2,57.0,4.64,4.67,2.85,693
4,4,2,0,0.31,61.1,55.0,4.35,4.39,2.67,446
4,4,5,3,1.02,62.4,57.0,6.35,6.4,3.98,5565
2,1,4,3,0.35,62.3,57.0,4.51,4.55,2.82,747
2,1,5,6,1.0,62.5,57.0,6.38,6.45,4.01,7177
3,0,2,1,0.91,62.8,59.0,6.21,6.17,3.89,4476
4,0,2,10,0.42,61.5,58.0,4.8,4.83,2.96,756
3,2,3,1,0.54,61.8,61.0,5.28,5.18,3.23,1097
3,2,5,3,0.3,61.4,60.0,4.27,4.3,2.63,605
2,2,5,12,1.03,61.4,58.0,6.49,6.51,3.99,6809
4,2,2,1,0.36,60.3,58.0,4.6,4.65,2.79,600
4,4,7,3,0.31,61.9,58.0,4.3,4.33,2.67,625
4,5,2,0,0.9,61.0,58.0,6.19,6.23,3.79,3407
2,0,7,10,0.73,62.2,56.0,5.79,5.73,3.58,4252
2,4,5,4,0.7,63.0,55.0,5.7,5.67,3.58,2536
4,1,7,4,0.31,64.2,55.0,4.24,4.3,2.74,721
1,1,2,9,0.7,63.2,57.0,5.61,5.63,3.55,2496
3,3,6,1,1.6,61.5,58.0,7.48,7.58,4.63,17204
3,6,3,6,1.05,60.9,60.0,6.59,6.51,3.99,3457
2,4,7,11,0.31,62.2,55.0,4.35,4.36,2.71,625
4,4,3,2,2.2,63.3,57.0,8.28,8.17,5.21,11088
1,4,5,8,0.36,63.5,54.0,4.55,4.59,2.9,568
1,2,4,0,1.2,64.0,56.0,6.63,6.58,4.23,6209
4,3,5,6,0.7,63.1,58.0,5.65,5.61,3.55,2479
2,3,4,7,1.63,61.7,55.0,7.6,7.56,4.68,15840
2,3,4,10,0.57,62.1,56.0,5.33,5.3,3.3,1949
3,2,2,0,0.91,62.1,56.0,6.24,6.2,3.86,4204
2,4,5,10,0.36,60.8,56.0,4.61,4.63,2.81,587
4,1,7,3,0.31,60.8,55.0,4.38,4.43,2.68,816
1,0,5,6,0.46,63.2,56.0,4.89,4.92,3.1,1205
2,1,3,3,0.89,62.4,56.0,6.04,6.08,3.78,3429
4,2,2,9,1.83,63.2,56.0,7.78,7.73,4.9,11782
2,1,3,4,0.74,60.9,57.0,5.83,5.89,3.57,2594
2,3,0,6,1.28,61.6,57.0,6.93,6.96,4.28,4428
1,4,5,3,1.51,64.0,59.0,7.25,7.19,4.62,10000
2,5,2,4,0.31,62.1,54.0,4.37,4.39,2.72,436
1,2,3,10,1.56,57.5,58.0,7.82,7.67,4.45,9784
2,3,3,3,1.04,61.9,58.0,6.47,6.51,4.02,4973
2,4,2,5,0.3,60.9,58.0,4.31,4.33,2.63,450
4,2,3,12,0.76,62.7,55.0,5.74,5.83,3.63,2469
2,2,7,5,0.4,61.7,55.0,4.76,4.74,2.93,1163
4,2,1,4,0.53,59.6,58.0,5.28,5.32,3.16,2395
4,2,0,6,0.71,63.2,55.0,5.64,5.57,3.54,1448
1,4,2,1,1.03,63.3,57.0,6.39,6.41,4.05,4843
1,1,7,3,0.5,58.9,61.0,5.18,5.2,3.06,2183
2,5,4,8,0.26,62.1,55.0,4.11,4.13,2.56,434
2,2,2,1,1.2,61.5,53.0,6.87,6.9,4.24,7463
1,1,3,1,1.01,58.7,63.0,6.52,6.6,3.85,4685
2,0,3,10,0.75,61.3,56.0,5.85,5.89,3.6,2773
2,4,4,12,0.3,62.9,54.0,4.31,4.28,2.7,675
2,2,4,3,1.02,61.2,57.0,6.45,6.52,3.98,8024
3,4,7,7,0.31,61.2,59.0,4.34,4.38,2.67,625
2,1,7,10,0.32,61.3,54.0,4.42,4.45,2.72,779
0,2,3,4,1.71,64.9,57.0,7.51,7.41,4.84,8714
2,3,2,2,0.7,61.3,56.0,5.73,5.78,3.53,2480
4,3,6,1,0.28,61.9,55.0,4.18,4.2,2.6,586
3,3,5,3,0.42,60.6,59.0,4.78,4.85,2.92,847
2,0,7,1,0.31,61.0,56.0,4.37,4.39,2.67,853
3,4,2,3,1.07,63.0,57.0,6.55,6.44,4.09,5465
2,3,6,10,0.52,61.9,54.4,5.15,5.18,3.2,1936
2,3,3,5,2.22,62.6,57.0,8.35,8.29,5.21,14637
2,1,5,4,0.54,61.1,57.0,5.24,5.26,3.21,1825
3,2,5,6,0.31,62.3,60.0,4.32,4.35,2.7,625
2,1,4,4,1.09,61.3,56.0,6.71,6.66,4.1,8809
2,5,2,1,0.42,61.6,55.0,4.83,4.85,2.98,690
2,1,2,7,0.5,61.3,56.2,5.12,5.14,3.15,1601
1,1,3,3,2.0,57.6,63.0,8.2,8.16,4.73,16206
3,5,3,4,1.01,59.6,62.0,6.56,6.5,3.89,3665
3,2,3,1,1.75,58.0,59.0,7.97,7.92,4.61,8820
3,2,5,9,0.31,62.0,58.0,4.31,4.37,2.69,625
1,1,5,1,1.2,61.8,61.0,6.69,6.71,4.14,8563
2,2,5,9,0.71,62.2,56.0,5.74,5.71,3.56,2915
2,0,7,5,0.38,60.3,57.0,4.77,4.71,2.86,1060
3,0,7,6,0.3,60.7,59.0,4.33,4.34,2.63,741
3,5,6,11,0.53,63.0,56.0,5.19,5.13,3.25,1607
2,3,3,12,0.3,61.8,57.0,4.31,4.33,2.67,422
2,3,7,3,0.3,61.5,57.0,4.33,4.29,2.65,878
2,5,1,1,0.35,61.1,56.0,4.56,4.6,2.8,715
2,4,3,2,0.56,60.7,56.0,5.34,5.37,3.25,1571
4,1,3,7,1.53,59.3,58.0,7.54,7.57,4.48,11069
2,5,4,3,0.37,60.8,56.0,4.67,4.71,2.85,603
3,2,7,2,0.25,62.0,59.0,4.04,3.99,2.49,740
3,3,6,2,0.31,62.2,59.0,4.3,4.32,2.68,816
2,4,4,3,1.07,60.2,57.0,6.61,6.55,3.96,5063
4,4,7,9,0.32,62.4,56.0,4.35,4.37,2.72,596
4,5,5,11,1.07,62.5,56.0,6.5,6.53,4.07,4873
4,0,3,12,0.59,62.7,58.0,5.32,5.37,3.35,1419
3,1,5,8,0.5,61.8,58.0,5.07,5.09,3.14,1624
4,0,2,2,0.52,60.5,61.0,5.19,5.23,3.15,1408
4,0,3,3,0.79,62.8,59.0,5.86,5.9,3.69,2823
4,3,1,6,0.3,60.5,58.0,4.35,4.38,2.64,743
4,4,2,7,1.01,63.4,55.0,6.32,6.27,3.99,4249
3,1,4,9,0.66,60.8,59.0,5.58,5.6,3.4,2433
3,4,7,4,0.3,63.0,56.0,4.28,4.23,2.68,776
3,6,3,4,1.24,62.2,58.0,6.94,6.82,4.28,4666
2,3,2,8,1.02,62.2,56.0,6.46,6.44,4.01,5044
2,5,4,3,1.67,61.6,59.0,7.64,7.61,4.7,11975
2,3,6,3,0.4,62.4,57.0,4.74,4.78,2.97,1123
1,5,6,3,0.46,63.5,57.0,4.85,4.91,3.1,1089
2,1,5,8,0.57,61.6,56.0,5.38,5.33,3.3,1949
2,0,2,7,0.42,61.5,56.0,4.81,4.85,2.97,810
2,1,7,3,0.43,62.0,57.0,4.87,4.84,3.01,1304
3,2,2,1,1.0,62.7,59.0,6.4,6.36,4.0,5292
2,3,5,3,0.34,62.2,53.0,4.46,4.51,2.79,596
2,4,5,6,0.91,62.6,57.0,6.2,6.23,3.89,4033
2,2,1,5,0.31,61.0,56.0,4.39,4.43,2.69,914
4,1,4,0,0.23,59.6,65.0,3.95,3.97,2.36,378
2,2,7,1,0.72,60.9,56.0,5.77,5.83,3.53,3746
3,6,0,11,0.72,62.9,59.0,5.8,5.63,3.58,945
4,2,7,0,0.73,61.9,59.0,5.72,5.84,3.58,3442
3,0,7,10,1.02,61.4,58.0,6.46,6.43,3.96,10773
2,5,2,5,1.0,58.5,55.0,6.47,6.42,3.77,3472
2,4,2,12,0.53,62.6,56.0,5.28,5.1,3.25,1077
4,1,5,6,0.52,60.9,57.0,5.17,5.2,3.16,1689
2,0,6,10,0.27,62.2,56.0,4.12,4.15,2.57,622
4,3,5,1,1.35,62.8,59.0,7.01,7.04,4.41,9302
2,3,2,6,0.9,62.6,56.0,6.16,6.23,3.88,3841
3,6,5,8,1.5,59.6,60.0,7.38,7.31,4.38,7503
2,0,5,11,0.81,59.5,60.0,6.08,6.15,3.64,4315
2,4,1,10,0.41,62.1,56.0,4.74,4.76,2.95,1187
2,2,3,3,0.46,61.4,56.0,4.97,5.0,3.06,881
2,3,4,1,1.5,61.3,56.0,7.41,7.37,4.53,16171
3,6,4,11,1.2,59.1,61.0,7.0,6.94,4.12,5107
3,4,3,0,1.86,62.3,57.0,7.85,7.82,4.88,11520
2,3,3,2,1.51,61.8,57.0,7.37,7.31,4.54,7103
3,3,7,1,0.5,60.5,62.0,5.14,5.07,3.09,1806
2,0,5,10,0.51,62.4,55.0,5.14,5.11,3.2,1882
2,3,3,8,1.06,62.2,56.0,6.55,6.48,4.05,4778
2,2,1,3,0.3,62.0,56.0,4.34,4.3,2.68,1013
3,3,5,3,1.02,62.7,61.0,6.39,6.34,3.99,5998
3,3,2,4,1.55,59.8,59.0,7.47,7.45,4.46,9600
3,1,5,12,0.41,59.8,60.0,4.87,4.83,2.9,999
3,4,3,2,0.91,62.7,58.0,6.14,6.17,3.86,3423
3,4,3,6,1.13,59.4,58.0,6.74,6.8,4.02,4350
3,3,3,3,2.09,59.8,59.0,8.37,8.32,4.99,14024
4,5,3,1,1.12,61.2,59.0,6.69,6.74,4.11,4533
3,3,5,11,1.53,59.9,61.0,7.54,7.45,4.49,13206
4,0,2,6,0.3,62.3,57.0,4.26,4.31,2.67,524
4,2,4,4,0.24,62.5,55.0,3.94,3.97,2.47,373
2,1,5,11,0.52,61.7,55.0,5.21,5.16,3.2,1815
4,0,7,12,0.25,61.3,59.0,4.07,4.12,2.51,575
3,2,4,7,1.5,62.6,58.0,7.31,7.26,4.56,14918
2,4,3,7,1.22,61.0,57.0,6.89,6.95,4.22,5099
2,3,4,4,0.44,61.9,54.0,4.89,4.93,3.04,915
2,4,2,8,0.43,62.3,56.0,4.83,4.86,3.02,716
4,5,4,9,1.59,61.2,57.8,7.5,7.52,4.6,11018
3,2,5,3,0.31,62.3,59.0,4.3,4.33,2.69,625
0,3,0,4,0.9,66.0,58.0,5.96,5.88,3.91,2310
1,3,4,3,0.31,63.7,56.0,4.3,4.27,2.73,802
4,5,4,5,0.73,62.4,56.0,5.72,5.76,3.58,2288
